user_id,item_id,rating,timestamp,movie title
775,302,3,891032742,L.A. Confidential (1997)
865,302,5,880142614,L.A. Confidential (1997)
696,302,5,886403632,L.A. Confidential (1997)
428,302,5,885943651,L.A. Confidential (1997)
809,302,5,891036743,L.A. Confidential (1997)
870,302,4,878737704,L.A. Confidential (1997)
458,302,5,886394314,L.A. Confidential (1997)
896,302,2,887157234,L.A. Confidential (1997)
866,302,2,891220955,L.A. Confidential (1997)
743,302,5,881277267,L.A. Confidential (1997)
422,302,3,877162650,L.A. Confidential (1997)
913,302,4,880794297,L.A. Confidential (1997)
416,302,5,893214127,L.A. Confidential (1997)
740,302,5,879523187,L.A. Confidential (1997)
210,302,5,890059415,L.A. Confidential (1997)
744,302,5,881171820,L.A. Confidential (1997)
802,302,4,875984532,L.A. Confidential (1997)
451,302,3,879012647,L.A. Confidential (1997)
615,302,4,879447500,L.A. Confidential (1997)
605,302,4,879365132,L.A. Confidential (1997)
535,302,3,879617063,L.A. Confidential (1997)
547,302,5,891282575,L.A. Confidential (1997)
827,302,4,882201356,L.A. Confidential (1997)
782,302,3,891497698,L.A. Confidential (1997)
752,302,5,891208451,L.A. Confidential (1997)
526,302,5,885681860,L.A. Confidential (1997)
363,302,5,891493571,L.A. Confidential (1997)
656,302,3,892318450,L.A. Confidential (1997)
71,302,3,880864015,L.A. Confidential (1997)
845,302,3,885409374,L.A. Confidential (1997)
920,302,4,884219701,L.A. Confidential (1997)
249,302,4,879571438,L.A. Confidential (1997)
657,302,2,884237291,L.A. Confidential (1997)
819,302,5,884012512,L.A. Confidential (1997)
905,302,5,884982870,L.A. Confidential (1997)
480,302,4,891207539,L.A. Confidential (1997)
854,302,3,882811836,L.A. Confidential (1997)
524,302,5,884287406,L.A. Confidential (1997)
934,302,4,891188367,L.A. Confidential (1997)
240,302,5,885775536,L.A. Confidential (1997)
537,302,4,886028446,L.A. Confidential (1997)
801,302,4,890332645,L.A. Confidential (1997)
485,302,5,891040423,L.A. Confidential (1997)
902,302,3,879463109,L.A. Confidential (1997)
624,302,4,885215462,L.A. Confidential (1997)
626,302,4,878771242,L.A. Confidential (1997)
860,302,4,876074139,L.A. Confidential (1997)
556,302,4,882135437,L.A. Confidential (1997)
454,302,4,881958326,L.A. Confidential (1997)
724,302,3,883756996,L.A. Confidential (1997)
851,302,5,888540054,L.A. Confidential (1997)
560,302,5,879975087,L.A. Confidential (1997)
48,302,4,879434954,L.A. Confidential (1997)
654,302,5,887862964,L.A. Confidential (1997)
668,302,5,881523612,L.A. Confidential (1997)
564,302,3,888718415,L.A. Confidential (1997)
115,302,4,881169559,L.A. Confidential (1997)
278,302,3,891294959,L.A. Confidential (1997)
791,302,4,879447940,L.A. Confidential (1997)
688,302,5,884153425,L.A. Confidential (1997)
587,302,3,892870956,L.A. Confidential (1997)
883,302,5,891691410,L.A. Confidential (1997)
863,302,4,889288910,L.A. Confidential (1997)
770,302,2,875971568,L.A. Confidential (1997)
880,302,5,880166451,L.A. Confidential (1997)
806,302,4,882384513,L.A. Confidential (1997)
160,302,5,878078074,L.A. Confidential (1997)
846,302,5,883946861,L.A. Confidential (1997)
926,302,4,888351713,L.A. Confidential (1997)
617,302,4,883788511,L.A. Confidential (1997)
940,302,4,884801316,L.A. Confidential (1997)
695,302,4,888805836,L.A. Confidential (1997)
745,302,4,880122475,L.A. Confidential (1997)
877,302,2,882676054,L.A. Confidential (1997)
784,302,5,891386988,L.A. Confidential (1997)
40,302,3,889041283,L.A. Confidential (1997)
651,302,5,879348880,L.A. Confidential (1997)
841,302,5,889066959,L.A. Confidential (1997)
842,302,5,891217834,L.A. Confidential (1997)
393,302,4,891364609,L.A. Confidential (1997)
39,302,5,891400188,L.A. Confidential (1997)
380,302,5,885477742,L.A. Confidential (1997)
836,302,5,885753506,L.A. Confidential (1997)
781,302,5,879633862,L.A. Confidential (1997)
875,302,5,876464694,L.A. Confidential (1997)
820,302,5,887954906,L.A. Confidential (1997)
616,302,5,891224517,L.A. Confidential (1997)
915,302,4,891029965,L.A. Confidential (1997)
772,302,5,877533625,L.A. Confidential (1997)
2,302,5,888552084,L.A. Confidential (1997)
185,302,4,883526267,L.A. Confidential (1997)
903,302,4,891380461,L.A. Confidential (1997)
332,302,5,893027264,L.A. Confidential (1997)
611,302,5,891636073,L.A. Confidential (1997)
467,302,4,879532127,L.A. Confidential (1997)
544,302,5,884795135,L.A. Confidential (1997)
486,302,5,879873973,L.A. Confidential (1997)
812,302,3,877625109,L.A. Confidential (1997)
551,302,3,892775389,L.A. Confidential (1997)
919,302,4,875920245,L.A. Confidential (1997)
475,302,3,891451083,L.A. Confidential (1997)
931,302,4,891035876,L.A. Confidential (1997)
710,302,4,882063224,L.A. Confidential (1997)
147,302,4,885593845,L.A. Confidential (1997)
673,302,3,888786942,L.A. Confidential (1997)
874,302,5,888632098,L.A. Confidential (1997)
635,302,4,878878587,L.A. Confidential (1997)
344,302,5,884814359,L.A. Confidential (1997)
417,302,3,879645999,L.A. Confidential (1997)
898,302,4,888294567,L.A. Confidential (1997)
22,377,1,878887116,Heavyweights (1994)
5,377,1,878844615,Heavyweights (1994)
314,377,3,877890982,Heavyweights (1994)
13,377,1,882399219,Heavyweights (1994)
222,377,1,881060205,Heavyweights (1994)
393,377,3,889728200,Heavyweights (1994)
405,377,1,885547690,Heavyweights (1994)
468,377,2,875288503,Heavyweights (1994)
846,377,2,883950155,Heavyweights (1994)
642,377,3,886569809,Heavyweights (1994)
798,377,3,875639061,Heavyweights (1994)
705,377,4,883427857,Heavyweights (1994)
648,377,3,884881837,Heavyweights (1994)
244,51,2,880606923,Legends of the Fall (1994)
85,51,2,879454782,Legends of the Fall (1994)
201,51,2,884140751,Legends of the Fall (1994)
198,51,3,884208455,Legends of the Fall (1994)
330,51,5,876546753,Legends of the Fall (1994)
194,51,4,879549793,Legends of the Fall (1994)
1,51,4,878543275,Legends of the Fall (1994)
230,51,4,880484937,Legends of the Fall (1994)
236,51,5,890116709,Legends of the Fall (1994)
56,51,3,892677186,Legends of the Fall (1994)
152,51,4,882476486,Legends of the Fall (1994)
256,51,4,882165135,Legends of the Fall (1994)
16,51,4,877726390,Legends of the Fall (1994)
137,51,1,881433605,Legends of the Fall (1994)
145,51,3,875272786,Legends of the Fall (1994)
345,51,5,884993744,Legends of the Fall (1994)
224,51,4,888104457,Legends of the Fall (1994)
151,51,4,879543055,Legends of the Fall (1994)
72,51,4,880036946,Legends of the Fall (1994)
416,51,5,893212895,Legends of the Fall (1994)
11,51,4,891906439,Legends of the Fall (1994)
43,51,1,883956562,Legends of the Fall (1994)
13,51,3,882399419,Legends of the Fall (1994)
59,51,5,888206095,Legends of the Fall (1994)
454,51,2,888267158,Legends of the Fall (1994)
269,51,2,891451111,Legends of the Fall (1994)
468,51,3,875293386,Legends of the Fall (1994)
405,51,1,885546577,Legends of the Fall (1994)
561,51,3,885810834,Legends of the Fall (1994)
504,51,4,887839260,Legends of the Fall (1994)
184,51,4,889909069,Legends of the Fall (1994)
7,51,2,891352984,Legends of the Fall (1994)
301,51,4,882078928,Legends of the Fall (1994)
437,51,1,880382644,Legends of the Fall (1994)
532,51,5,888635365,Legends of the Fall (1994)
417,51,3,879648526,Legends of the Fall (1994)
655,51,2,887611677,Legends of the Fall (1994)
639,51,2,891239613,Legends of the Fall (1994)
92,51,4,875812305,Legends of the Fall (1994)
276,51,3,874791025,Legends of the Fall (1994)
484,51,4,891194910,Legends of the Fall (1994)
472,51,5,875981708,Legends of the Fall (1994)
682,51,5,888517740,Legends of the Fall (1994)
450,51,4,882377358,Legends of the Fall (1994)
393,51,4,887746456,Legends of the Fall (1994)
222,51,3,881059816,Legends of the Fall (1994)
586,51,4,884066336,Legends of the Fall (1994)
788,51,4,880870018,Legends of the Fall (1994)
627,51,5,879530866,Legends of the Fall (1994)
588,51,4,890026395,Legends of the Fall (1994)
95,51,4,879198353,Legends of the Fall (1994)
271,51,4,885849386,Legends of the Fall (1994)
690,51,3,881180543,Legends of the Fall (1994)
457,51,5,882397734,Legends of the Fall (1994)
178,51,4,882828021,Legends of the Fall (1994)
870,51,2,879714500,Legends of the Fall (1994)
593,51,3,875671982,Legends of the Fall (1994)
899,51,1,884122387,Legends of the Fall (1994)
916,51,2,880845658,Legends of the Fall (1994)
311,51,4,884366010,Legends of the Fall (1994)
642,51,5,886132172,Legends of the Fall (1994)
268,51,3,875745202,Legends of the Fall (1994)
790,51,3,885156193,Legends of the Fall (1994)
721,51,4,877141038,Legends of the Fall (1994)
943,51,1,888640088,Legends of the Fall (1994)
94,51,3,891721026,Legends of the Fall (1994)
610,51,5,888703523,Legends of the Fall (1994)
881,51,5,876538889,Legends of the Fall (1994)
293,51,3,888907674,Legends of the Fall (1994)
867,51,3,880079142,Legends of the Fall (1994)
712,51,3,874957293,Legends of the Fall (1994)
328,51,3,885047417,Legends of the Fall (1994)
922,51,4,891448451,Legends of the Fall (1994)
320,51,5,884750992,Legends of the Fall (1994)
896,51,2,887159951,Legends of the Fall (1994)
378,51,3,880333195,Legends of the Fall (1994)
551,51,5,892784780,Legends of the Fall (1994)
632,51,4,879459166,Legends of the Fall (1994)
846,51,4,883949121,Legends of the Fall (1994)
711,51,4,879994778,Legends of the Fall (1994)
878,51,4,880869239,Legends of the Fall (1994)
166,346,1,886397596,Jackie Brown (1997)
271,346,4,885844430,Jackie Brown (1997)
197,346,3,891409070,Jackie Brown (1997)
94,346,4,891725410,Jackie Brown (1997)
293,346,3,888904004,Jackie Brown (1997)
71,346,4,885016248,Jackie Brown (1997)
125,346,1,892835800,Jackie Brown (1997)
99,346,4,885678415,Jackie Brown (1997)
130,346,4,884623704,Jackie Brown (1997)
287,346,5,888177040,Jackie Brown (1997)
145,346,5,883840638,Jackie Brown (1997)
235,346,4,889654483,Jackie Brown (1997)
294,346,3,889241377,Jackie Brown (1997)
156,346,3,888185561,Jackie Brown (1997)
363,346,4,891493746,Jackie Brown (1997)
284,346,4,885329065,Jackie Brown (1997)
179,346,3,892151489,Jackie Brown (1997)
146,346,4,891457591,Jackie Brown (1997)
269,346,2,891445757,Jackie Brown (1997)
49,346,4,888065527,Jackie Brown (1997)
104,346,3,888442172,Jackie Brown (1997)
214,346,3,891542735,Jackie Brown (1997)
288,346,5,886372155,Jackie Brown (1997)
116,346,4,886310197,Jackie Brown (1997)
299,346,3,886101436,Jackie Brown (1997)
334,346,5,891544209,Jackie Brown (1997)
133,346,3,890588577,Jackie Brown (1997)
126,346,3,887853735,Jackie Brown (1997)
392,346,4,891037437,Jackie Brown (1997)
458,346,4,889323539,Jackie Brown (1997)
511,346,4,890004686,Jackie Brown (1997)
416,346,4,886314592,Jackie Brown (1997)
474,346,5,887914688,Jackie Brown (1997)
526,346,3,885681860,Jackie Brown (1997)
546,346,5,885139634,Jackie Brown (1997)
414,346,5,884999037,Jackie Brown (1997)
285,346,4,890595456,Jackie Brown (1997)
241,346,3,887249482,Jackie Brown (1997)
385,346,3,883791602,Jackie Brown (1997)
561,346,5,885806862,Jackie Brown (1997)
425,346,5,890346198,Jackie Brown (1997)
624,346,3,885215462,Jackie Brown (1997)
445,346,5,891200869,Jackie Brown (1997)
142,346,5,888639815,Jackie Brown (1997)
542,346,3,886532149,Jackie Brown (1997)
631,346,4,888465004,Jackie Brown (1997)
221,346,5,885081300,Jackie Brown (1997)
456,346,5,887165765,Jackie Brown (1997)
646,346,2,888528392,Jackie Brown (1997)
353,346,4,891402757,Jackie Brown (1997)
171,346,4,891034835,Jackie Brown (1997)
206,346,5,888179981,Jackie Brown (1997)
665,346,2,884289897,Jackie Brown (1997)
149,346,4,883512658,Jackie Brown (1997)
397,346,4,890172230,Jackie Brown (1997)
201,346,4,884110766,Jackie Brown (1997)
418,346,2,891282595,Jackie Brown (1997)
702,346,1,885767306,Jackie Brown (1997)
276,346,4,885159545,Jackie Brown (1997)
141,346,1,886447613,Jackie Brown (1997)
466,346,3,890283056,Jackie Brown (1997)
532,346,5,885761690,Jackie Brown (1997)
655,346,4,888474713,Jackie Brown (1997)
13,346,4,883670552,Jackie Brown (1997)
657,346,4,884238162,Jackie Brown (1997)
656,346,3,892318488,Jackie Brown (1997)
369,346,4,889427890,Jackie Brown (1997)
319,346,3,889816026,Jackie Brown (1997)
724,346,1,883757703,Jackie Brown (1997)
54,346,4,890608303,Jackie Brown (1997)
783,346,5,884326424,Jackie Brown (1997)
782,346,2,891497854,Jackie Brown (1997)
695,346,5,888806011,Jackie Brown (1997)
537,346,3,886028544,Jackie Brown (1997)
619,346,3,885953622,Jackie Brown (1997)
551,346,4,892775547,Jackie Brown (1997)
595,346,4,886920576,Jackie Brown (1997)
611,346,5,891636152,Jackie Brown (1997)
389,346,4,885681315,Jackie Brown (1997)
548,346,4,891042624,Jackie Brown (1997)
616,346,3,891224558,Jackie Brown (1997)
112,346,5,891307980,Jackie Brown (1997)
871,346,3,888192859,Jackie Brown (1997)
482,346,3,887644022,Jackie Brown (1997)
322,346,3,887313611,Jackie Brown (1997)
640,346,4,886353742,Jackie Brown (1997)
592,346,4,885280098,Jackie Brown (1997)
752,346,4,891207983,Jackie Brown (1997)
894,346,4,884036796,Jackie Brown (1997)
574,346,4,891278962,Jackie Brown (1997)
880,346,5,892958128,Jackie Brown (1997)
758,346,2,883099368,Jackie Brown (1997)
489,346,5,891362904,Jackie Brown (1997)
485,346,4,891040967,Jackie Brown (1997)
863,346,5,889288911,Jackie Brown (1997)
845,346,3,885409493,Jackie Brown (1997)
851,346,5,884831499,Jackie Brown (1997)
883,346,4,891691353,Jackie Brown (1997)
819,346,5,884012487,Jackie Brown (1997)
710,346,4,883705502,Jackie Brown (1997)
818,346,4,891870364,Jackie Brown (1997)
920,346,4,884219768,Jackie Brown (1997)
557,346,2,884357321,Jackie Brown (1997)
834,346,3,890860194,Jackie Brown (1997)
578,346,3,887229335,Jackie Brown (1997)
805,346,4,883766007,Jackie Brown (1997)
874,346,3,888632147,Jackie Brown (1997)
40,346,2,889041358,Jackie Brown (1997)
915,346,2,891030070,Jackie Brown (1997)
833,346,5,884828744,Jackie Brown (1997)
544,346,4,884795135,Jackie Brown (1997)
100,346,3,891375630,Jackie Brown (1997)
913,346,3,883110406,Jackie Brown (1997)
936,346,4,886831445,Jackie Brown (1997)
903,346,3,891380391,Jackie Brown (1997)
682,346,2,888518320,Jackie Brown (1997)
784,346,4,891387077,Jackie Brown (1997)
683,346,4,893286347,Jackie Brown (1997)
768,346,3,883834705,Jackie Brown (1997)
339,346,5,891032255,Jackie Brown (1997)
519,346,4,885929222,Jackie Brown (1997)
462,346,1,886365928,Jackie Brown (1997)
729,346,1,893286168,Jackie Brown (1997)
3,346,5,889237455,Jackie Brown (1997)
808,346,5,883949986,Jackie Brown (1997)
